"Time (UTCG)","x (km)","y (km)","z (km)","vx (km/sec)","vy (km/sec)","vz (km/sec)"
13 Feb 2019 12:08:30.000,2976.315616,6507.855465,185.160191,-0.499742,0.006055,7.446955
13 Feb 2019 12:09:00.000,2959.868721,6504.851184,408.441598,-0.596632,-0.206338,7.437241
13 Feb 2019 12:09:30.000,2940.523505,6495.477324,631.322015,-0.692947,-0.418549,7.420224
13 Feb 2019 12:10:00.000,2918.298636,6479.742457,853.582574,-0.788592,-0.630370,7.395919
13 Feb 2019 12:10:30.000,2893.215634,6457.661448,1075.004985,-0.883473,-0.841590,7.364351
13 Feb 2019 12:11:00.000,2865.298849,6429.255448,1295.371752,-0.977495,-1.052001,7.325548
13 Feb 2019 12:11:30.000,2834.575441,6394.551868,1514.466395,-1.070566,-1.261394,7.279549
13 Feb 2019 12:12:00.000,2801.075350,6353.584357,1732.073672,-1.162592,-1.469561,7.226398
13 Feb 2019 12:12:30.000,2764.831268,6306.392764,1947.979793,-1.253483,-1.676298,7.166148
13 Feb 2019 12:13:00.000,2725.878602,6253.023099,2161.972640,-1.343149,-1.881398,7.098857
13 Feb 2019 12:13:30.000,2684.255443,6193.527487,2373.841978,-1.431501,-2.084660,7.024592
13 Feb 2019 12:14:00.000,2640.002523,6127.964114,2583.379667,-1.518451,-2.285881,6.943426
13 Feb 2019 12:14:30.000,2593.163176,6056.397168,2790.379877,-1.603915,-2.484864,6.855440
13 Feb 2019 12:15:00.000,2543.783294,5978.896770,2994.639286,-1.687806,-2.681411,6.760721
13 Feb 2019 12:15:30.000,2491.911277,5895.538904,3195.957294,-1.770043,-2.875329,6.659363
13 Feb 2019 12:16:00.000,2437.597987,5806.405337,3394.136216,-1.850544,-3.066426,6.551466
13 Feb 2019 12:16:30.000,2380.896692,5711.583537,3588.981485,-1.929230,-3.254513,6.437138
13 Feb 2019 12:17:00.000,2321.863017,5611.166579,3780.301841,-2.006023,-3.439405,6.316492
13 Feb 2019 12:17:30.000,2260.554880,5505.253050,3967.909525,-2.080848,-3.620920,6.189648
13 Feb 2019 12:18:00.000,2197.032439,5393.946951,4151.620464,-2.153631,-3.798879,6.056731
13 Feb 2019 12:18:30.000,2131.358029,5277.357583,4331.254453,-2.224300,-3.973108,5.917874
13 Feb 2019 12:19:00.000,2063.596094,5155.599442,4506.635331,-2.292787,-4.143435,5.773214
13 Feb 2019 12:19:30.000,1993.813129,5028.792093,4677.591155,-2.359024,-4.309693,5.622895
13 Feb 2019 12:20:00.000,1922.077606,4897.060059,4843.954369,-2.422947,-4.471720,5.467066
13 Feb 2019 12:20:30.000,1848.459908,4760.532681,5005.561966,-2.484492,-4.629356,5.305881
13 Feb 2019 12:21:00.000,1773.032258,4619.343998,5162.255648,-2.543600,-4.782448,5.139500
13 Feb 2019 12:21:30.000,1695.868643,4473.632601,5313.881977,-2.600214,-4.930845,4.968086
13 Feb 2019 12:22:00.000,1617.044744,4323.541502,5460.292524,-2.654277,-5.074404,4.791811
13 Feb 2019 12:22:30.000,1536.637858,4169.217981,5601.344011,-2.705738,-5.212983,4.610846
13 Feb 2019 12:23:00.000,1454.726819,4010.813445,5736.898451,-2.754546,-5.346449,4.425372
13 Feb 2019 12:23:30.000,1371.391923,3848.483269,5866.823274,-2.800654,-5.474671,4.235570
13 Feb 2019 12:24:00.000,1286.714845,3682.386648,5990.991459,-2.844017,-5.597525,4.041628
13 Feb 2019 12:24:30.000,1200.778560,3512.686434,6109.281648,-2.884594,-5.714891,3.843737
13 Feb 2019 12:25:00.000,1113.667261,3339.548974,6221.578267,-2.922345,-5.826656,3.642090
13 Feb 2019 12:25:30.000,1025.466275,3163.143947,6327.771628,-2.957234,-5.932712,3.436887
13 Feb 2019 12:26:00.000,936.261979,2983.644195,6427.758036,-2.989228,-6.032955,3.228328
13 Feb 2019 12:26:30.000,846.141716,2801.225555,6521.439884,-3.018294,-6.127289,3.016618
13 Feb 2019 12:27:00.000,755.193709,2616.066683,6608.725745,-3.044406,-6.215622,2.801964
13 Feb 2019 12:27:30.000,663.506978,2428.348882,6689.530455,-3.067539,-6.297870,2.584577
13 Feb 2019 12:28:00.000,571.171247,2238.255924,6763.775192,-3.087670,-6.373953,2.364669
13 Feb 2019 12:28:30.000,478.276864,2045.973869,6831.387550,-3.104780,-6.443798,2.142455
13 Feb 2019 12:29:00.000,384.914710,1851.690890,6892.301604,-3.118852,-6.507338,1.918152
13 Feb 2019 12:29:30.000,291.176108,1655.597084,6946.457970,-3.129874,-6.564511,1.691979
13 Feb 2019 12:30:00.000,197.152743,1457.884290,6993.803862,-3.137835,-6.615262,1.464157
13 Feb 2019 12:30:30.000,102.936566,1258.745908,7034.293136,-3.142728,-6.659542,1.234908
13 Feb 2019 12:31:00.000,8.619709,1058.376707,7067.886337,-3.144547,-6.697310,1.004456
13 Feb 2019 12:31:30.000,-85.705603,856.972639,7094.550729,-3.143292,-6.728528,0.773025
13 Feb 2019 12:32:00.000,-179.947143,654.730654,7114.260332,-3.138963,-6.753167,0.540841
13 Feb 2019 12:32:30.000,-274.012768,451.848507,7126.995938,-3.131565,-6.771202,0.308130
13 Feb 2019 12:33:00.000,-367.810507,248.524569,7132.745133,-3.121105,-6.782617,0.075118
13 Feb 2019 12:33:30.000,-461.248654,44.957638,7131.502308,-3.107594,-6.787400,-0.157967
13 Feb 2019 12:34:00.000,-554.235849,-158.653252,7123.268662,-3.091045,-6.785547,-0.390898
13 Feb 2019 12:34:30.000,-646.681171,-362.109022,7108.052204,-3.071472,-6.777060,-0.623450
13 Feb 2019 12:35:00.000,-738.494221,-565.210739,7085.867744,-3.048897,-6.761945,-0.855394
13 Feb 2019 12:35:30.000,-829.585214,-767.759806,7056.736877,-3.023339,-6.740219,-1.086506
13 Feb 2019 12:36:00.000,-919.865059,-969.558154,7020.687969,-2.994825,-6.711901,-1.316559
13 Feb 2019 12:36:30.000,-1009.245450,-1170.408431,6977.756129,-2.963380,-6.677019,-1.545331
13 Feb 2019 12:37:00.000,-1097.638946,-1370.114191,6927.983174,-2.929037,-6.635606,-1.772597
13 Feb 2019 12:37:30.000,-1184.959062,-1568.480086,6871.417596,-2.891828,-6.587702,-1.998135
13 Feb 2019 12:38:00.000,-1271.120345,-1765.312049,6808.114515,-2.851788,-6.533352,-2.221727
13 Feb 2019 12:38:30.000,-1356.038462,-1960.417489,6738.135631,-2.808957,-6.472609,-2.443152
13 Feb 2019 12:39:00.000,-1439.630281,-2153.605470,6661.549164,-2.763375,-6.405531,-2.662196
13 Feb 2019 12:39:30.000,-1521.813949,-2344.686900,6578.429794,-2.715087,-6.332183,-2.878643
13 Feb 2019 12:40:00.000,-1602.508976,-2533.474714,6488.858593,-2.664140,-6.252635,-3.092282
13 Feb 2019 12:40:30.000,-1681.636309,-2719.784055,6392.922949,-2.610583,-6.166965,-3.302904
13 Feb 2019 12:41:00.000,-1759.118414,-2903.432458,6290.716485,-2.554467,-6.075253,-3.510302
13 Feb 2019 12:41:30.000,-1834.879350,-3084.240024,6182.338975,-2.495848,-5.977591,-3.714273
13 Feb 2019 12:42:00.000,-1908.844844,-3262.029599,6067.896247,-2.434781,-5.874070,-3.914616
13 Feb 2019 12:42:30.000,-1980.942365,-3436.626949,5947.500086,-2.371326,-5.764793,-4.111135
13 Feb 2019 12:43:00.000,-2051.101193,-3607.860928,5821.268133,-2.305546,-5.649864,-4.303636
13 Feb 2019 12:43:30.000,-2119.252497,-3775.563656,5689.323766,-2.237502,-5.529395,-4.491930
13 Feb 2019 12:44:00.000,-2185.329394,-3939.570675,5551.795994,-2.167263,-5.403503,-4.675832
13 Feb 2019 12:44:30.000,-2249.267025,-4099.721122,5408.819327,-2.094896,-5.272311,-4.855159
13 Feb 2019 12:45:00.000,-2311.002614,-4255.857883,5260.533649,-2.020473,-5.135946,-5.029736
13 Feb 2019 12:45:30.000,-2370.475534,-4407.827755,5107.084089,-1.944064,-4.994541,-5.199389
13 Feb 2019 12:46:00.000,-2427.627368,-4555.481599,4948.620877,-1.865747,-4.848235,-5.363951
13 Feb 2019 12:46:30.000,-2482.401970,-4698.674489,4785.299205,-1.785596,-4.697169,-5.523259
13 Feb 2019 12:47:00.000,-2534.745519,-4837.265858,4617.279069,-1.703690,-4.541492,-5.677155
13 Feb 2019 12:47:30.000,-2584.606577,-4971.119645,4444.725122,-1.620110,-4.381357,-5.825487
13 Feb 2019 12:48:00.000,-2631.936141,-5100.104428,4267.806511,-1.534938,-4.216919,-5.968108
13 Feb 2019 12:48:30.000,-2676.687691,-5224.093561,4086.696709,-1.448257,-4.048341,-6.104876
13 Feb 2019 12:49:00.000,-2718.817244,-5342.965301,3901.573348,-1.360153,-3.875789,-6.235656
13 Feb 2019 12:49:30.000,-2758.283392,-5456.602938,3712.618047,-1.270712,-3.699431,-6.360317
13 Feb 2019 12:50:00.000,-2795.047351,-5564.894907,3520.016226,-1.180022,-3.519441,-6.478737
13 Feb 2019 12:50:30.000,-2829.072998,-5667.734908,3323.956928,-1.088173,-3.335997,-6.590796
13 Feb 2019 12:51:00.000,-2860.326912,-5765.022015,3124.632630,-0.995255,-3.149279,-6.696385
13 Feb 2019 12:51:30.000,-2888.778403,-5856.660778,2922.239050,-0.901361,-2.959472,-6.795398
13 Feb 2019 12:52:00.000,-2914.399552,-5942.561321,2716.974953,-0.806582,-2.766764,-6.887737
13 Feb 2019 12:52:30.000,-2937.165232,-6022.639439,2509.041955,-0.711012,-2.571343,-6.973310
13 Feb 2019 12:53:00.000,-2957.053140,-6096.816677,2298.644313,-0.614746,-2.373405,-7.052033
13 Feb 2019 12:53:30.000,-2974.043821,-6165.020421,2085.988727,-0.517880,-2.173144,-7.123827
13 Feb 2019 12:54:00.000,-2988.120681,-6227.183962,1871.284131,-0.420508,-1.970759,-7.188623
13 Feb 2019 12:54:30.000,-2999.270014,-6283.246573,1654.741478,-0.322727,-1.766450,-7.246355
13 Feb 2019 12:55:00.000,-3007.481008,-6333.153565,1436.573530,-0.224635,-1.560419,-7.296967
13 Feb 2019 12:55:30.000,-3012.745762,-6376.856347,1216.994646,-0.126328,-1.352870,-7.340410
13 Feb 2019 12:56:00.000,-3015.059291,-6414.312471,996.220557,-0.027903,-1.144010,-7.376641
13 Feb 2019 12:56:30.000,-3014.419529,-6445.485679,774.468156,0.070542,-0.934044,-7.405626
13 Feb 2019 12:57:00.000,-3010.827336,-6470.345935,551.955271,0.168910,-0.723181,-7.427337
13 Feb 2019 12:57:30.000,-3004.286492,-6488.869455,328.900452,0.267102,-0.511630,-7.441753
13 Feb 2019 12:58:00.000,-2994.803696,-6501.038732,105.522741,0.365024,-0.299600,-7.448862
13 Feb 2019 12:58:30.000,-2982.388553,-6506.842546,-117.958544,0.462576,-0.087301,-7.448658
13 Feb 2019 12:59:00.000,-2967.053570,-6506.275978,-341.324031,0.559664,0.125057,-7.441143
13 Feb 2019 12:59:30.000,-2948.814135,-6499.340412,-564.354521,0.656191,0.337264,-7.426327
13 Feb 2019 13:00:00.000,-2927.688506,-6486.043524,-786.831203,0.752061,0.549110,-7.404227
13 Feb 2019 13:00:30.000,-2903.697786,-6466.399278,-1008.535881,0.847181,0.760387,-7.374865
13 Feb 2019 13:01:00.000,-2876.865904,-6440.427901,-1229.251189,0.941457,0.970885,-7.338275
13 Feb 2019 13:01:30.000,-2847.219583,-6408.155865,-1448.760811,1.034795,1.180397,-7.294493
13 Feb 2019 13:02:00.000,-2814.788320,-6369.615847,-1666.849700,1.127105,1.388716,-7.243567
13 Feb 2019 13:02:30.000,-2779.604343,-6324.846699,-1883.304291,1.218295,1.595638,-7.185549
13 Feb 2019 13:03:00.000,-2741.702585,-6273.893397,-2097.912715,1.308276,1.800960,-7.120500
13 Feb 2019 13:03:30.000,-2701.120642,-6216.806993,-2310.465010,1.396959,2.004479,-7.048486
13 Feb 2019 13:04:00.000,-2657.898733,-6153.644557,-2520.753331,1.484259,2.205996,-6.969581
13 Feb 2019 13:04:30.000,-2612.079659,-6084.469113,-2728.572151,1.570090,2.405314,-6.883866
13 Feb 2019 13:05:00.000,-2563.708754,-6009.349570,-2933.718470,1.654368,2.602237,-6.791428
13 Feb 2019 13:05:30.000,-2512.833841,-5928.360645,-3135.992008,1.737011,2.796574,-6.692363
13 Feb 2019 13:06:00.000,-2459.505177,-5841.582782,-3335.195406,1.817938,2.988135,-6.586769
13 Feb 2019 13:06:30.000,-2403.775402,-5749.102067,-3531.134417,1.897072,3.176734,-6.474754
13 Feb 2019 13:07:00.000,-2345.699487,-5651.010134,-3723.618090,1.974335,3.362186,-6.356431
13 Feb 2019 13:07:30.000,-2285.334671,-5547.404064,-3912.458963,2.049653,3.544313,-6.231920
13 Feb 2019 13:08:00.000,-2222.740405,-5438.386287,-4097.473236,2.122953,3.722937,-6.101345
13 Feb 2019 13:08:30.000,-2157.978288,-5324.064471,-4278.480948,2.194164,3.897887,-5.964837
13 Feb 2019 13:09:00.000,-2091.112009,-5204.551410,-4455.306151,2.263219,4.068992,-5.822533
13 Feb 2019 13:09:30.000,-2022.207273,-5079.964904,-4627.777076,2.330050,4.236089,-5.674575
13 Feb 2019 13:10:00.000,-1951.331741,-4950.427640,-4795.726294,2.394594,4.399016,-5.521110
13 Feb 2019 13:10:30.000,-1878.554961,-4816.067062,-4958.990871,2.456790,4.557616,-5.362291
13 Feb 2019 13:11:00.000,-1803.948292,-4677.015246,-5117.412525,2.516577,4.711739,-5.198274
13 Feb 2019 13:11:30.000,-1727.584839,-4533.408756,-5270.837768,2.573899,4.861236,-5.029223
13 Feb 2019 13:12:00.000,-1649.539374,-4385.388515,-5419.118052,2.628702,5.005964,-4.855304
13 Feb 2019 13:12:30.000,-1569.888267,-4233.099658,-5562.109901,2.680933,5.145786,-4.676689
13 Feb 2019 13:13:00.000,-1488.709407,-4076.691386,-5699.675045,2.730543,5.280569,-4.493553
13 Feb 2019 13:13:30.000,-1406.082123,-3916.316818,-5831.680546,2.777486,5.410184,-4.306076
13 Feb 2019 13:14:00.000,-1322.087112,-3752.132840,-5957.998914,2.821717,5.534508,-4.114442
13 Feb 2019 13:14:30.000,-1236.806356,-3584.299951,-6078.508228,2.863195,5.653424,-3.918837
13 Feb 2019 13:15:00.000,-1150.323042,-3412.982100,-6193.092239,2.901880,5.766818,-3.719454
13 Feb 2019 13:15:30.000,-1062.721483,-3238.346534,-6301.640479,2.937738,5.874585,-3.516485
13 Feb 2019 13:16:00.000,-974.087038,-3060.563626,-6404.048352,2.970733,5.976623,-3.310130
13 Feb 2019 13:16:30.000,-884.506025,-2879.806718,-6500.217234,3.000837,6.072835,-3.100587
13 Feb 2019 13:17:00.000,-794.065644,-2696.251951,-6590.054554,3.028019,6.163130,-2.888060
13 Feb 2019 13:17:30.000,-702.853890,-2510.078092,-6673.473877,3.052257,6.247425,-2.672756
13 Feb 2019 13:18:00.000,-610.959470,-2321.466371,-6750.394979,3.073526,6.325640,-2.454882
13 Feb 2019 13:18:30.000,-518.471722,-2130.600301,-6820.743916,3.091808,6.397702,-2.234648
13 Feb 2019 13:19:00.000,-425.480527,-1937.665509,-6884.453089,3.107086,6.463543,-2.012268
13 Feb 2019 13:19:30.000,-332.076226,-1742.849557,-6941.461301,3.119346,6.523101,-1.787955
13 Feb 2019 13:20:00.000,-238.349535,-1546.341767,-6991.713811,3.128577,6.576322,-1.561926
13 Feb 2019 13:20:30.000,-144.391459,-1348.333043,-7035.162378,3.134770,6.623154,-1.334398
13 Feb 2019 13:21:00.000,-50.293209,-1149.015692,-7071.765305,3.137921,6.663555,-1.105589
13 Feb 2019 13:21:30.000,43.853883,-948.583242,-7101.487474,3.138026,6.697487,-0.875720
13 Feb 2019 13:22:00.000,137.958453,-747.230264,-7124.300375,3.135086,6.724918,-0.645010
13 Feb 2019 13:22:30.000,231.929185,-545.152189,-7140.182129,3.129104,6.745823,-0.413683
13 Feb 2019 13:23:00.000,325.674899,-342.545128,-7149.117511,3.120086,6.760181,-0.181958
13 Feb 2019 13:23:30.000,419.104635,-139.605685,-7151.097956,3.108040,6.767980,0.049940
13 Feb 2019 13:24:00.000,512.127737,63.469219,-7146.121574,3.092979,6.769211,0.281790
13 Feb 2019 13:24:30.000,604.653938,266.482536,-7134.193145,3.074917,6.763874,0.513370
13 Feb 2019 13:25:00.000,696.593444,469.237268,-7115.324118,3.053870,6.751974,0.744457
13 Feb 2019 13:25:30.000,787.857015,671.536655,-7089.532602,3.029858,6.733521,0.974830
13 Feb 2019 13:26:00.000,878.356053,873.184355,-7056.843347,3.002905,6.708532,1.204267
13 Feb 2019 13:26:30.000,968.002679,1073.984628,-7017.287729,2.973036,6.677031,1.432549
13 Feb 2019 13:27:00.000,1056.709820,1273.742516,-6970.903718,2.940278,6.639046,1.659455
13 Feb 2019 13:27:30.000,1144.391287,1472.264031,-6917.735847,2.904664,6.594614,1.884768
13 Feb 2019 13:28:00.000,1230.961859,1669.356331,-6857.835175,2.866225,6.543774,2.108270
13 Feb 2019 13:28:30.000,1316.337360,1864.827900,-6791.259242,2.824999,6.486575,2.329747
13 Feb 2019 13:29:00.000,1400.434740,2058.488735,-6718.072024,2.781025,6.423069,2.548986
13 Feb 2019 13:29:30.000,1483.172155,2250.150517,-6638.343869,2.734343,6.353317,2.765773
13 Feb 2019 13:30:00.000,1564.469040,2439.626794,-6552.151447,2.684998,6.277382,2.979901
13 Feb 2019 13:30:30.000,1644.246193,2626.733156,-6459.577676,2.633036,6.195337,3.191161
13 Feb 2019 13:31:00.000,1722.425845,2811.287412,-6360.711652,2.578507,6.107257,3.399350
13 Feb 2019 13:31:30.000,1798.931738,2993.109760,-6255.648573,2.521462,6.013225,3.604264
13 Feb 2019 13:32:00.000,1873.689196,3172.022966,-6144.489654,2.461955,5.913331,3.805706
13 Feb 2019 13:32:30.000,1946.625200,3347.852529,-6027.342039,2.400042,5.807667,4.003478
13 Feb 2019 13:33:00.000,2017.668459,3520.426852,-5904.318703,2.335783,5.696334,4.197388
13 Feb 2019 13:33:30.000,2086.749477,3689.577408,-5775.538357,2.269237,5.579436,4.387248
13 Feb 2019 13:34:00.000,2153.800626,3855.138907,-5641.125339,2.200470,5.457084,4.572870
13 Feb 2019 13:34:30.000,2218.756209,4016.949455,-5501.209502,2.129545,5.329394,4.754073
13 Feb 2019 13:35:00.000,2281.552529,4174.850714,-5355.926097,2.056531,5.196487,4.930679
13 Feb 2019 13:35:30.000,2342.127950,4328.688060,-5205.415654,1.981497,5.058489,5.102514
13 Feb 2019 13:36:00.000,2400.422961,4478.310738,-5049.823849,1.904516,4.915532,5.269409
13 Feb 2019 13:36:30.000,2456.380235,4623.572009,-4889.301373,1.825661,4.767753,5.431199
13 Feb 2019 13:37:00.000,2509.944689,4764.329301,-4724.003795,1.745008,4.615292,5.587724
13 Feb 2019 13:37:30.000,2561.063540,4900.444353,-4554.091414,1.662634,4.458296,5.738828
13 Feb 2019 13:38:00.000,2609.686359,5031.783354,-4379.729113,1.578620,4.296915,5.884362
13 Feb 2019 13:38:30.000,2655.765124,5158.217080,-4201.086205,1.493045,4.131304,6.024180
13 Feb 2019 13:39:00.000,2699.254273,5279.621027,-4018.336272,1.405992,3.961623,6.158142
13 Feb 2019 13:39:30.000,2740.110745,5395.875540,-3831.657002,1.317547,3.788036,6.286115
13 Feb 2019 13:40:00.000,2778.294034,5506.865938,-3641.230019,1.227795,3.610711,6.407969
13 Feb 2019 13:40:30.000,2813.766228,5612.482632,-3447.240712,1.136822,3.429818,6.523584
13 Feb 2019 13:41:00.000,2846.492051,5712.621241,-3249.878058,1.044718,3.245535,6.632841
13 Feb 2019 13:41:30.000,2876.438899,5807.182701,-3049.334433,0.951572,3.058038,6.735632
13 Feb 2019 13:42:00.000,2903.576882,5896.073372,-2845.805437,0.857476,2.867512,6.831850
13 Feb 2019 13:42:30.000,2927.878849,5979.205136,-2639.489694,0.762520,2.674142,6.921400
13 Feb 2019 13:43:00.000,2949.320426,6056.495494,-2430.588662,0.666798,2.478116,7.004189
13 Feb 2019 13:43:30.000,2967.880038,6127.867651,-2219.306438,0.570404,2.279627,7.080133
13 Feb 2019 13:44:00.000,2983.538937,6193.250603,-2005.849552,0.473433,2.078868,7.149154
13 Feb 2019 13:44:30.000,2996.281224,6252.579213,-1790.426769,0.375979,1.876037,7.211182
13 Feb 2019 13:45:00.000,3006.093863,6305.794281,-1573.248876,0.278139,1.671332,7.266151
13 Feb 2019 13:45:30.000,3012.966706,6352.842611,-1354.528479,0.180009,1.464954,7.314007
13 Feb 2019 13:46:00.000,3016.892498,6393.677072,-1134.479784,0.081685,1.257107,7.354697
13 Feb 2019 13:46:30.000,3017.866891,6428.256645,-913.318391,-0.016735,1.047995,7.388180
13 Feb 2019 13:47:00.000,3015.888447,6456.546477,-691.261070,-0.115154,0.837825,7.414420
13 Feb 2019 13:47:30.000,3010.958648,6478.517913,-468.525549,-0.213476,0.626803,7.433389
13 Feb 2019 13:48:00.000,3003.081891,6494.148537,-245.330292,-0.311602,0.415139,7.445066
13 Feb 2019 13:48:30.000,2992.265487,6503.422192,-21.894281,-0.409436,0.203040,7.449437
13 Feb 2019 13:49:00.000,2978.519658,6506.329004,201.563208,-0.506881,-0.009283,7.446497
13 Feb 2019 13:49:30.000,2961.857523,6502.865395,424.822823,-0.603840,-0.221620,7.436246
13 Feb 2019 13:50:00.000,2942.295092,6493.034088,647.665363,-0.700218,-0.433761,7.418693
13 Feb 2019 13:50:30.000,2919.851245,6476.844106,869.871993,-0.795919,-0.645496,7.393855
13 Feb 2019 13:51:00.000,2894.547719,6454.310767,1091.224472,-0.890847,-0.856616,7.361754
13 Feb 2019 13:51:30.000,2866.409083,6425.455668,1311.505372,-0.984910,-1.066912,7.322421
13 Feb 2019 13:52:00.000,2835.462717,6390.306668,1530.498294,-1.078014,-1.276175,7.275895
13 Feb 2019 13:52:30.000,2801.738782,6348.897855,1747.988097,-1.170066,-1.484198,7.222221
13 Feb 2019 13:53:00.000,2765.270190,6301.269515,1963.761103,-1.260975,-1.690775,7.161451
13 Feb 2019 13:53:30.000,2726.092571,6247.468093,2177.605326,-1.350652,-1.895702,7.093646
13 Feb 2019 13:54:00.000,2684.244237,6187.546141,2389.310676,-1.439008,-2.098776,7.018871
13 Feb 2019 13:54:30.000,2639.766145,6121.562267,2598.669175,-1.525955,-2.299796,6.937202
13 Feb 2019 13:55:00.000,2592.701850,6049.581074,2805.475170,-1.611407,-2.498564,6.848718
13 Feb 2019 13:55:30.000,2543.097466,5971.673094,3009.525531,-1.695280,-2.694882,6.753508
13 Feb 2019 13:56:00.000,2491.001616,5887.914714,3210.619865,-1.777490,-2.888557,6.651666
13 Feb 2019 13:56:30.000,2436.465381,5798.388098,3408.560709,-1.857958,-3.079398,6.543293
13 Feb 2019 13:57:00.000,2379.542250,5703.181101,3603.153731,-1.936603,-3.267217,6.428497
13 Feb 2019 13:57:30.000,2320.288066,5602.387179,3794.207921,-2.013348,-3.451829,6.307391
13 Feb 2019 13:58:00.000,2258.760965,5496.105290,3981.535785,-2.088118,-3.633051,6.180096
13 Feb 2019 13:58:30.000,2195.021321,5384.439798,4164.953527,-2.160839,-3.810705,6.046738
13 Feb 2019 13:59:00.000,2129.131680,5267.500359,4344.281233,-2.231439,-3.984618,5.907450
13 Feb 2019 13:59:30.000,2061.156700,5145.401812,4519.343044,-2.299850,-4.154617,5.762369
13 Feb 2019 14:00:00.000,1991.163084,5018.264058,4689.967336,-2.366004,-4.320537,5.611640
13 Feb 2019 14:00:30.000,1919.219510,4886.211942,4855.986879,-2.429836,-4.482214,5.455412
13 Feb 2019 14:01:00.000,1845.396567,4749.375121,5017.239008,-2.491285,-4.639490,5.293840
13 Feb 2019 14:01:30.000,1769.766677,4607.887936,5173.565775,-2.550289,-4.792212,5.127083
13 Feb 2019 14:02:00.000,1692.404026,4461.889271,5324.814106,-2.606793,-4.940231,4.955306
13 Feb 2019 14:02:30.000,1613.384489,4311.522417,5470.835944,-2.660739,-5.083401,4.778679
13 Feb 2019 14:03:00.000,1532.785554,4156.934925,5611.488398,-2.712077,-5.221583,4.597377
13 Feb 2019 14:03:30.000,1450.686244,3998.278457,5746.633871,-2.760756,-5.354643,4.411578
13 Feb 2019 14:04:00.000,1367.167038,3835.708636,5876.140199,-2.806729,-5.482452,4.221466
13 Feb 2019 14:04:30.000,1282.309791,3669.384889,5999.880770,-2.849952,-5.604885,4.027227
13 Feb 2019 14:05:00.000,1196.197653,3499.470287,6117.734651,-2.890382,-5.721823,3.829053
13 Feb 2019 14:05:30.000,1108.914988,3326.131387,6229.586694,-2.927981,-5.833153,3.627138
13 Feb 2019 14:06:00.000,1020.547291,3149.538062,6335.327649,-2.962712,-5.938767,3.421681
13 Feb 2019 14:06:30.000,931.181100,2969.863337,6434.854265,-2.994542,-6.038563,3.212883
13 Feb 2019 14:07:00.000,840.903917,2787.283217,6528.069387,-3.023440,-6.132445,3.000950
13 Feb 2019 14:07:30.000,749.804117,2601.976515,6614.882045,-3.049379,-6.220321,2.786088
13 Feb 2019 14:08:00.000,657.970867,2414.124676,6695.207538,-3.072333,-6.302107,2.568508
13 Feb 2019 14:08:30.000,565.494035,2223.911600,6768.967514,-3.092281,-6.377724,2.348423
13 Feb 2019 14:09:00.000,472.464105,2031.523464,6836.090040,-3.109204,-6.447099,2.126048
13 Feb 2019 14:09:30.000,378.972090,1837.148542,6896.509671,-3.123085,-6.510166,1.901600
13 Feb 2019 14:10:00.000,285.109440,1640.977019,6950.167507,-3.133911,-6.566863,1.675298
13 Feb 2019 14:10:30.000,190.967959,1443.200809,6997.011248,-3.141672,-6.617137,1.447364
13 Feb 2019 14:11:00.000,96.639714,1244.013372,7036.995241,-3.146361,-6.660938,1.218019
13 Feb 2019 14:11:30.000,2.216947,1043.609523,7070.080522,-3.147974,-6.698224,0.987487
13 Feb 2019 14:12:00.000,-92.208014,842.185248,7096.234854,-3.146508,-6.728961,0.755993
13 Feb 2019 14:12:30.000,-186.542846,639.937516,7115.432752,-3.141966,-6.753117,0.523763
13 Feb 2019 14:13:00.000,-280.695313,437.064085,7127.655508,-3.134351,-6.770671,0.291022
13 Feb 2019 14:13:30.000,-374.573362,233.763319,7132.891207,-3.123673,-6.781604,0.057997
13 Feb 2019 14:14:00.000,-468.085206,30.233993,7131.134743,-3.109940,-6.785907,-0.175085
13 Feb 2019 14:14:30.000,-561.139413,-173.324897,7122.387814,-3.093166,-6.783575,-0.407996
13 Feb 2019 14:15:00.000,-653.644997,-376.714321,7106.658929,-3.073368,-6.774610,-0.640511
13 Feb 2019 14:15:30.000,-745.511499,-579.735412,7083.963399,-3.050564,-6.759021,-0.872402
13 Feb 2019 14:16:00.000,-836.649082,-782.189650,7054.323317,-3.024777,-6.736822,-1.103443
13 Feb 2019 14:16:30.000,-926.968607,-983.879057,7017.767546,-2.996032,-6.708036,-1.333410
13 Feb 2019 14:17:00.000,-1016.381730,-1184.606388,6974.331689,-2.964355,-6.672689,-1.562078
13 Feb 2019 14:17:30.000,-1104.800978,-1384.175314,6924.058056,-2.929779,-6.630815,-1.789225
13 Feb 2019 14:18:00.000,-1192.139837,-1582.390620,6866.995628,-2.892335,-6.582454,-2.014628
13 Feb 2019 14:18:30.000,-1278.312838,-1779.058385,6803.200010,-2.852061,-6.527653,-2.238067
13 Feb 2019 14:19:00.000,-1363.235633,-1973.986176,6732.733383,-2.808995,-6.466465,-2.459325
13 Feb 2019 14:19:30.000,-1446.825085,-2166.983230,6655.664445,-2.763179,-6.398948,-2.678185
13 Feb 2019 14:20:00.000,-1528.999343,-2357.860638,6572.068349,-2.714656,-6.325166,-2.894433
13 Feb 2019 14:20:30.000,-1609.677925,-2546.431533,6482.026633,-2.663475,-6.245192,-3.107857
